Brand,Mftr Code,Description,Dove Code,RRP,Price,Qty,Category 1,Category 2,Category 3,Image URL,Product URL
"ASUS","XONAR U7 MKII","ASUS Xonar U7 Mk II External Sound Card/DAC USB/headphone amp","AA013",229.00,134.00,9,"Sound Cards","","","http://www.dove.co.nz/images/products/16079-29229.jpg","http://www.dove.co.nz/jump/16079"
"ASUS","XONAR AE","ASUS Xonar AE 7.1 Channel PCIe Audio Card","AA118",149.00,79.00,6,"Sound Cards","","","http://www.dove.co.nz/images/products/16069-448199.jpg","http://www.dove.co.nz/jump/16069"
"ASUS","90YA00T0-M0AA00 ","ASUS Xonar SE 5.1 Channel PCIe Gaming Audio Card","AA123",89.00,52.00,5,"Sound Cards","","","http://www.dove.co.nz/images/products/18983-3610148.jpg","http://www.dove.co.nz/jump/18983"
"Digitus","DS-30102-1","Digitus SATA II 300 Raid PCI Express card, 2-Port","AC810",49.90,15.00,4,"IO Cards","","","http://www.dove.co.nz/images/products/11076-2712111.jpg","http://www.dove.co.nz/jump/11076"
"Digitus","DS-30104-1","Digitus SATA III PCI Express card, 4-port","AC812",149.00,89.00,5,"IO Cards","","","http://www.dove.co.nz/images/products/11079-2912111.jpg","http://www.dove.co.nz/jump/11079"
"Digitus","DS-30040-2","Digitus PCIe Interface Card 2xSerial 1xParallel","AC825",59.90,42.00,21,"IO Cards","","","http://www.dove.co.nz/images/products/3356-2612287.jpg","http://www.dove.co.nz/jump/3356"
"Digitus","DS-30220-4","Digitus PCIE USB3.0 2-Port Add-On Card","AC832",39.90,21.70,19,"IO Cards","","","http://www.dove.co.nz/images/products/14125-3312111.jpg","http://www.dove.co.nz/jump/14125"
"Digitus","DS-33001-1","Digitus 2-Port Serial PCI Interface Card","AC912",35.00,29.00,21,"IO Cards","","","http://www.dove.co.nz/images/products/2985-3712287.jpg","http://www.dove.co.nz/jump/2985"
"Viewsonic","TD1630-3","ViewSonic TD1630 15.6"" 16:9 1366x768 Touch Monitor","AF1600T",599.00,399.00,2,"Monitors","Touchscreens","","http://www.dove.co.nz/images/products/18976-529138.jpg","http://www.dove.co.nz/jump/18976"
"Viewsonic","VA708A","ViewSonic VA708a 17"" 5:4 1280x1024 LCD 5ms Monitor","AF1708",315.00,214.00,15,"Monitors","","","http://www.dove.co.nz/images/products/13899-161476.jpg","http://www.dove.co.nz/jump/13899"
"Viewsonic","VA951S","ViewSonic VA951S 19"" 5:4 1280x1024 LCD 14ms Monitor","AF1927",349.00,250.00,6,"Monitors","","","http://www.dove.co.nz/images/products/11759-361687.jpg","http://www.dove.co.nz/jump/11759"
"Viewsonic","TD2220","ViewSonic TD2220 22"" 16:9 1920x1080 FHD 5ms Touch Monitor","AF2220T",599.00,399.00,8,"Monitors","Touchscreens","","http://www.dove.co.nz/images/products/8815-3115206.jpg","http://www.dove.co.nz/jump/8815"
"Viewsonic","VX2257MHD","ViewSonic VX2257mhd 21.5"" 1920x1080 FHD 1ms 75Hz DP FreeSync Monitor","AF2257",279.00,188.00,21,"Monitors","","","http://www.dove.co.nz/images/products/13759-2116206.jpg","http://www.dove.co.nz/jump/13759"
"Viewsonic","VA2407H","ViewSonic VA2407H 23.6"" 1920x1080 FHD 5ms Monitor HDMI","AF2407",249.00,145.00,21,"Monitors","","","http://www.dove.co.nz/images/products/15512-109104.jpg","http://www.dove.co.nz/jump/15512"
"Viewsonic","VA2410-MH","ViewSonic VA2410-mh 23.8"" 1920x1080 FHD IPS Monitor","AF2410",299.00,185.00,21,"Monitors","","","http://www.dove.co.nz/images/products/19049-1611119.jpg","http://www.dove.co.nz/jump/19049"
"Viewsonic","TD2421","Viewsonic TD2421 23.6"" 16:9 1920x1080 FHD MVA 5ms Touch Monitor","AF2421T",799.00,491.00,0,"Monitors","Touchscreens","","http://www.dove.co.nz/images/products/15428-5011143.jpg","http://www.dove.co.nz/jump/15428"
"Viewsonic","VG2439SMH","ViewSonic VG2439smh 23.6"" 1920x1080 FHD DP USB Monitor Ergo stand","AF2439A",549.00,243.00,21,"Monitors","","","http://www.dove.co.nz/images/products/15051-5122312.jpg","http://www.dove.co.nz/jump/15051"
"Viewsonic","VX2457MHD","ViewSonic VX2457mhd 23.6"" 1920x1080 FHD 1ms 75Hz DP FreeSync Monitor","AF2457",299.00,195.00,21,"Monitors","","","http://www.dove.co.nz/images/products/13753-5810216.jpg","http://www.dove.co.nz/jump/13753"
"Viewsonic","VX2458-C-MHD","ViewSonic VX2458-C-MHD 23.6"" Curved 1920x1080 FHD 1ms 144Hz DP Monitor","AF2459",399.00,258.00,21,"Monitors","","","http://www.dove.co.nz/images/products/19358-3215511.jpg","http://www.dove.co.nz/jump/19358"
"Viewsonic","VP2468","ViewSonic VP2468 23.8"" 16:9 1920x1080 FHD 5ms DP Monitor","AF2468",799.00,491.00,0,"Monitors","","","http://www.dove.co.nz/images/products/14333-213287.jpg","http://www.dove.co.nz/jump/14333"
"Viewsonic","VX2476SMHD","ViewSonic VX2476smhd 23.8"" 1920x1080 FHD IPS 7ms DP Monitor","AF2476",399.00,266.00,0,"Monitors","","","http://www.dove.co.nz/images/products/15511-39104.jpg","http://www.dove.co.nz/jump/15511"
"Viewsonic","VA2710-MH","ViewSonic VA2710-mh 27"" 1920x1080 FHD IPS Monitor","AF2710",349.00,245.00,21,"Monitors","","","http://www.dove.co.nz/images/products/19050-5811119.jpg","http://www.dove.co.nz/jump/19050"
"Viewsonic","VA2719-2K","ViewSonic VA2719-2k 27"" IPS 2560x1440 QHD HDMI DP Monitor","AF2718",499.00,330.00,4,"Monitors","","","http://www.dove.co.nz/images/products/18888-99107.jpg","http://www.dove.co.nz/jump/18888"
"Viewsonic","VA2719-SH","ViewSonic VA2719-sh 27"" 1920x1080 FHD IPS 5ms Monitor","AF2719",349.00,219.00,21,"Monitors","","","http://www.dove.co.nz/images/products/14461-1815198.jpg","http://www.dove.co.nz/jump/14461"
"Viewsonic","VX2757MHD","ViewSonic VX2757mhd 27"" 1920x1080 FHD 1ms 75Hz FreeSync DP Monitor","AF2757",399.00,275.00,21,"Monitors","","","http://www.dove.co.nz/images/products/13754-5611216.jpg","http://www.dove.co.nz/jump/13754"
"Viewsonic","VX2758-CM-H","Viewsonic VX2758-CM-H 27"" Curved FHD 5ms MVA 144Hz Monitor","AF2758",699.00,299.00,21,"Monitors","","","http://www.dove.co.nz/images/products/18889-20152611.jpg","http://www.dove.co.nz/jump/18889"
"Viewsonic","VP2768","ViewSonic VP2768 27"" 2560x1440 QHD LED 14ms DP Monitor","AF2768",1299.00,795.00,5,"Monitors","","","http://www.dove.co.nz/images/products/15904-579317.jpg","http://www.dove.co.nz/jump/15904"
"Viewsonic","VX2776SMHD","ViewSonic VX2776smhd 27"" 1920x1080 FHD IPS 4ms DP Monitor","AF2776",599.00,388.00,2,"Monitors","","","http://www.dove.co.nz/images/products/14356-55928.jpg","http://www.dove.co.nz/jump/14356"
"Viewsonic","VX3276-2K-MHD","Viewsonic VX3276-2K-MHD 32"" 16:9 2560x1440 QHD IPS 4ms DP Monitor","AF3205",699.00,399.00,21,"Monitors","","","http://www.dove.co.nz/images/products/18796-279146.jpg","http://www.dove.co.nz/jump/18796"
"Viewsonic","VX3276-MHD","Viewsonic VX3276-MHD 32"" 16:9 1920x1080 FHD IPS 4ms Monitor","AF3206",499.00,299.00,21,"Monitors","","","http://www.dove.co.nz/images/products/18890-2211107.jpg","http://www.dove.co.nz/jump/18890"
"Viewsonic","VP3268-4K","Viewsonic VP3268-4K 32"" IPS HDR 3840X2160 DP Monitor","AF3212",1999.00,1347.00,4,"Monitors","","","http://www.dove.co.nz/images/products/18519-431154.jpg","http://www.dove.co.nz/jump/18519"
"Viewsonic","VX3211-4K","Viewsonic VX3211-4K 32"" MVA HDR 3840X2160 DP Monitor","AF3213",999.00,625.00,0,"Monitors","","","http://www.dove.co.nz/images/products/18891-314107.jpg","http://www.dove.co.nz/jump/18891"
"Viewsonic","VX3258-2KC-MHD","Viewsonic VX3258-2K-MHD 32"" Curved 2560x1440 QHD MVA DP 144Hz Monitor","AF3258",1099.00,559.00,16,"Monitors","","","http://www.dove.co.nz/images/products/18892-1914107.jpg","http://www.dove.co.nz/jump/18892"
"Viewsonic","VP3881","Viewsonic VP3881 38"" 21:9 IPS HDR 3840x1600 DP Ultra Wide Monitor","AF3808",2799.00,1699.00,4,"Monitors","","","http://www.dove.co.nz/images/products/18518-551054.jpg","http://www.dove.co.nz/jump/18518"
"Viewsonic","VX4380-4K","Viewsonic VX4380-4K 43"" 3840x2160 UHD IPS 12ms DP Monitor","AF4300",1299.00,918.00,5,"Monitors","","","http://www.dove.co.nz/images/products/16205-3681810.jpg","http://www.dove.co.nz/jump/16205"
"Acer","UM.PX1SA.001-D10","Acer Predator XB281HK 28"" 3840x2160 UHD LCD 1ms DP Gsync Monitor","AF7100",1230.00,699.00,9,"Monitors","","","http://www.dove.co.nz/images/products/18995-4812228.jpg","http://www.dove.co.nz/jump/18995"
"Acer","UM.CX0SA.P02-D10","Acer Predator X34P 34"" Curved 3440x1440 LCD DP Gsync Monitor 120Hz","AF7103",1980.00,1399.00,0,"Monitors","","","http://www.dove.co.nz/images/products/18992-314218.jpg","http://www.dove.co.nz/jump/18992"
"Acer","UM.VT2SA.A02-D10","Acer T232HL 23"" 16:9 1920x1080 IPS LCD 4ms Touch Monitor","AF762A",599.00,405.00,21,"Monitors","Touchscreens","","http://www.dove.co.nz/images/products/9461-1515176.jpg","http://www.dove.co.nz/jump/9461"
"Acer","UM.HT2SA.005-D10 ","Acer T272HUL 27"" 16:9 2560x1440 WQHD LCD 5ms Touch Monitor","AF764B",1199.00,799.00,0,"Monitors","Touchscreens","","http://www.dove.co.nz/images/products/12012-2615176.jpg","http://www.dove.co.nz/jump/12012"
"Acer","UM.IW3SA.002-D10","Acer K202HQL 19.5"" 16:9 1600x900 HD+ LCD 5ms VGA DVI Monitor","AF769",199.00,109.00,4,"Monitors","","","http://www.dove.co.nz/images/products/14126-810236.jpg","http://www.dove.co.nz/jump/14126"
"Acer","UM.WW3SA.001-D10","Acer K222HQL 21.5"" 16:9 1920x1080 FHD LCD 5ms VGA DVI Monitor","AF770Y",199.00,119.00,21,"Monitors","","","http://www.dove.co.nz/images/products/12707-1816176.jpg","http://www.dove.co.nz/jump/12707"
"Acer","UM.FW2SA.A01-D10","Acer K242HL 24"" 16:9 1920x1080 FHD LCD 2ms VGA DVI HDMI Monitor","AF771",299.00,159.00,21,"Monitors","","","http://www.dove.co.nz/images/products/12721-2816176.jpg","http://www.dove.co.nz/jump/12721"
"Acer","UM.HX3SA.E01-D10","Acer K272HL 27"" 16:9 1920x1080 FHD MVA LCD 4ms VGA DVI HDMI Monitor","AF774",399.00,235.00,13,"Monitors","","","http://www.dove.co.nz/images/products/12722-3516176.jpg","http://www.dove.co.nz/jump/12722"
"Acer","UM.WV6SA.001-D10","Acer V226HQL 22"" 16:9 1920x1080 FHD LCD 5ms VGA HDMI DP Monitor","AF775C",249.00,149.00,8,"Monitors","","","http://www.dove.co.nz/images/products/18601-3710264.jpg","http://www.dove.co.nz/jump/18601"
"Acer","UM.FV6SA.005-D10","Acer V246HL 24"" 16:9 1920x1080 FHD LCD 5ms VGA HDMI DP Monitor","AF776A",299.00,179.00,4,"Monitors","","","http://www.dove.co.nz/images/products/14881-3916411.jpg","http://www.dove.co.nz/jump/14881"
"Acer","UM.HV6SA.C02-D10","Acer V276HL 27"" 16:9 1920x1080 FHD LCD 6ms VGA DVI HDMI DP Monitor","AF778",369.00,265.00,0,"Monitors","","","http://www.dove.co.nz/images/products/15722-539308.jpg","http://www.dove.co.nz/jump/15722"
"Acer","UM.FB6SA.001-D10","Acer B246HL 24"" 16:9 1920x1080 FHD LCD 5ms VGA DVI DP Ergo Monitor","AF781",349.00,228.00,10,"Monitors","","","http://www.dove.co.nz/images/products/18661-409165.jpg","http://www.dove.co.nz/jump/18661"
"Acer","PZ.12700.023","Acer Ergo Stand for L460/L4620/L4620/L4630 & LCD Monitor","AF79A",119.00,69.00,1,"Mount Brackets (LCD & Proj)","","","http://www.dove.co.nz/images/products/4187-341446.jpg","http://www.dove.co.nz/jump/4187"
"Digitus","DA-90361","Digitus 15-27"" Single Monitor Stand with Clamp Base","AF820",79.90,39.00,21,"Mount Brackets (LCD & Proj)","","","http://www.dove.co.nz/images/products/18857-591327.jpg","http://www.dove.co.nz/jump/18857"
"Digitus","DA-90331","Digitus 15-27"" LCD Monitor Arm Stand with Clamp Base","AF823",99.90,57.50,21,"Mount Brackets (LCD & Proj)","","","http://www.dove.co.nz/images/products/10473-5213312.jpg","http://www.dove.co.nz/jump/10473"
"Digitus","DA-90346","Digitus 15-27"" LCD Monitor Stand with Desk Stand Base","AF824",59.90,39.00,21,"Mount Brackets (LCD & Proj)","","","http://www.dove.co.nz/images/products/15707-59245.jpg","http://www.dove.co.nz/jump/15707"
"Digitus","DA-90348","Digitus 15-27"" Dual Monitor Stand with Desk Stand Base","AF825",119.90,69.00,21,"Mount Brackets (LCD & Proj)","","","http://www.dove.co.nz/images/products/15708-99245.jpg","http://www.dove.co.nz/jump/15708"
"Digitus","DA-90349","Digitus 15-27"" Dual Monitor Stand with Clamp Base","AF826",89.90,49.00,21,"Mount Brackets (LCD & Proj)","","","http://www.dove.co.nz/images/products/14651-359219.jpg","http://www.dove.co.nz/jump/14651"
"Digitus","DA-90332","Digitus 15-27"" Dual Arm Monitor Stand with Clamp Base","AF827",129.00,69.50,21,"Mount Brackets (LCD & Proj)","","","http://www.dove.co.nz/images/products/10478-23152711.jpg","http://www.dove.co.nz/jump/10478"
"Digitus","DA-90353","Digitus 15-27"" Gas Spring Dual Monitor Stand with Clamp Base","AF829",199.00,145.00,6,"Mount Brackets (LCD & Proj)","","","http://www.dove.co.nz/images/products/15709-129245.jpg","http://www.dove.co.nz/jump/15709"
"Digitus","DA-90347","Digitus VESA Mount Adapter for Mounting Monitors without VESA ","AF830",39.90,15.00,18,"Mount Brackets (LCD & Proj)","","","http://www.dove.co.nz/images/products/18776-199116.jpg","http://www.dove.co.nz/jump/18776"
"Digitus","DA-90352","Digitus TV Wall Mount Bracket with Tilt - Up to 47""-70""","AF831",69.90,27.00,16,"Mount Brackets (LCD & Proj)","","","http://www.dove.co.nz/images/products/18777-289116.jpg","http://www.dove.co.nz/jump/18777"
"Digitus","DA-90380-1 ","Digitus Ergonomic Height Adjustable Workspace Riser - Sit/Stand ","AF835",449.00,239.00,10,"Mount Brackets (LCD & Proj)","","","http://www.dove.co.nz/images/products/18686-814185.jpg","http://www.dove.co.nz/jump/18686"
"Digitus","DA-90358","Digitus Ergonomic Tabletop Glass Monitor Riser","AF838",39.90,19.00,21,"Mount Brackets (LCD & Proj)","","","http://www.dove.co.nz/images/products/18858-131427.jpg","http://www.dove.co.nz/jump/18858"
"Digitus","DA-90366","Digitus Hanging Cubicle Monitor VESA Mount","AF839",49.99,31.00,0,"Mount Brackets (LCD & Proj)","","","http://www.dove.co.nz/images/products/19514-49101312.jpg","http://www.dove.co.nz/jump/19514"
"Digitus","DA-90458","Digitus Modular Monitor Riser","AF846",44.99,22.00,0,"Mount Brackets (LCD & Proj)","","","","http://www.dove.co.nz/jump/0"
"Aavara","AR011","Aavara AR011 Swivel/Tilt 15-24"" LCD Wall Mount Bracket","AF904",69.90,36.00,17,"Mount Brackets (LCD & Proj)","TV Accessories","","http://www.dove.co.nz/images/products/4771-1114259.jpg","http://www.dove.co.nz/jump/4771"
"Aavara","AR210","Aavara AR210 Cantilever 15-27"" LCD Wall Bracket","AF9102",149.90,79.00,9,"Mount Brackets (LCD & Proj)","","","http://www.dove.co.nz/images/products/4444-914277.jpg","http://www.dove.co.nz/jump/4444"
"Aavara","DS200","Aavara DS200 15-24"" Dual LCD Monitor Stand","AF9142",219.90,125.00,21,"Mount Brackets (LCD & Proj)","","","http://www.dove.co.nz/images/products/11556-1714277.jpg","http://www.dove.co.nz/jump/11556"
"Aavara","TS742","Aavara TS742 15-24"" Dual LCD Monitor Stand","AF9152",249.90,135.00,21,"Mount Brackets (LCD & Proj)","","","http://www.dove.co.nz/images/products/6830-3414277.jpg","http://www.dove.co.nz/jump/6830"
"Aavara","DS300","Aavara DS300 15-24"" Triple LCD Monitor Stand","AF9182",399.00,229.00,2,"Mount Brackets (LCD & Proj)","","","http://www.dove.co.nz/images/products/13549-4215277.jpg","http://www.dove.co.nz/jump/13549"
"Digitus","DA-90354","Digitus 15-27"" Monitor and Keyboard Wall Mount with Arms","AF931",269.99,159.00,0,"Mount Brackets (LCD & Proj)","","","http://www.dove.co.nz/images/products/18610-49304.jpg","http://www.dove.co.nz/jump/18610"
"Brateck","BT-LDT11-C024","Brateck 13-27"" Dual Monitor Stand with Clamp & Grommet Base","AF933",139.00,69.00,21,"Mount Brackets (LCD & Proj)","TV Accessories","","http://www.dove.co.nz/images/products/18023-1014181.jpg","http://www.dove.co.nz/jump/18023"
"Brateck","LCD-LDT02-C024","Brateck 13-27"" Dual Monitor Stand with Clamp & Grommet Base","AF934",139.00,77.00,21,"Mount Brackets (LCD & Proj)","TV Accessories","","http://www.dove.co.nz/images/products/14166-379296.jpg","http://www.dove.co.nz/jump/14166"
"Brateck","PLB-35S","Brateck Tilt 32-55"" LCD Wall Mount Bracket","AF935",64.25,27.90,0,"Mount Brackets (LCD & Proj)","TV Accessories","","http://www.dove.co.nz/images/products/13157-9161011.jpg","http://www.dove.co.nz/jump/13157"
"Brateck","LCD-PLB35L","Brateck Tilt 37-70"" LCD Wall Mount Bracket","AF937",92.00,40.70,4,"Mount Brackets (LCD & Proj)","TV Accessories","","http://www.dove.co.nz/images/products/13156-4161011.jpg","http://www.dove.co.nz/jump/13156"
"Brateck","LCD-LDT02-C036","Brateck 13-21.5"" Triple Monitor Stand with Clamp Base","AF940",260.00,77.00,0,"Mount Brackets (LCD & Proj)","TV Accessories","","http://www.dove.co.nz/images/products/14006-1116146.jpg","http://www.dove.co.nz/jump/14006"
"Brateck","LCD-LDTBASE","Brateck Desk Stand for LCD-LDT Bracket Range","AF941",84.00,35.80,10,"Mount Brackets (LCD & Proj)","TV Accessories","","http://www.dove.co.nz/images/products/14007-1916146.jpg","http://www.dove.co.nz/jump/14007"
"Brateck","LCD-LP10-46F","Brateck Fixed 37-70"" LCD Wall Bracket","AF942",71.20,30.40,2,"Mount Brackets (LCD & Proj)","TV Accessories","","http://www.dove.co.nz/images/products/14008-2716146.jpg","http://www.dove.co.nz/jump/14008"
"Brateck","LCD-WMB201","Brateck Fixed 13-27"" LCD Wall Mount Bracket","AF943",16.75,7.40,16,"Mount Brackets (LCD & Proj)","TV Accessories","","http://www.dove.co.nz/images/products/14009-3316146.jpg","http://www.dove.co.nz/jump/14009"
"Brateck","LCD-WMB201L","Brateck Fixed 23-42"" LCD Wall Mount Bracket","AF944",42.50,18.90,1,"Mount Brackets (LCD & Proj)","TV Accessories","","http://www.dove.co.nz/images/products/14010-3816146.jpg","http://www.dove.co.nz/jump/14010"
"Brateck","LPA31-443A","Brateck Cantilever 23-60"" LCD Wall Mount Bracket","AF947",190.00,83.80,3,"Mount Brackets (LCD & Proj)","TV Accessories","","http://www.dove.co.nz/images/products/14012-5216146.jpg","http://www.dove.co.nz/jump/14012"
"Brateck","LPA36-446","Brateck Cantilever 32-65"" LCD Wall Mount Bracket","AF948",153.00,67.30,2,"Mount Brackets (LCD & Proj)","TV Accessories","","http://www.dove.co.nz/images/products/14013-5816146.jpg","http://www.dove.co.nz/jump/14013"
"Brateck","LPA36-466","Brateck Cantilever 37-70"" LCD Wall Mount Bracket","AF949",166.00,72.90,5,"Mount Brackets (LCD & Proj)","TV Accessories","","http://www.dove.co.nz/images/products/14014-317146.jpg","http://www.dove.co.nz/jump/14014"
"Brateck","LCD-501","Brateck Pivoting/Swivel 13-27"" LCD Wall Mount Bracket","AF954",18.99,10.00,11,"Mount Brackets (LCD & Proj)","TV Accessories","","http://www.dove.co.nz/images/products/14669-259239.jpg","http://www.dove.co.nz/jump/14669"
"Brateck","LP37-69F","Brateck 60-100"" Fixed TV Bracket","AF955",99.00,59.30,2,"Mount Brackets (LCD & Proj)","TV Accessories","","http://www.dove.co.nz/images/products/18634-341495.jpg","http://www.dove.co.nz/jump/18634"
"Brateck","LCD-LP46-48T","Brateck 37-70"" TV Wall Mount Bracket with Tilt","AF956",49.99,27.50,12,"Mount Brackets (LCD & Proj)","TV Accessories","","http://www.dove.co.nz/images/products/19345-1311511.jpg","http://www.dove.co.nz/jump/19345"
"Brateck","LCD-501A","Brateck Pivoting/Swivel 23-42"" Monitor Wall Mount Bracket","AF957",19.99,10.00,15,"Mount Brackets (LCD & Proj)","TV Accessories","","http://www.dove.co.nz/images/products/19346-3912511.jpg","http://www.dove.co.nz/jump/19346"
"Brateck","LDT06-C03","Brateck 13-27"" Triple Monitor Stand with Clamp Base","AF958",179.99,106.00,0,"Mount Brackets (LCD & Proj)","TV Accessories","","http://www.dove.co.nz/images/products/19390-691311.jpg","http://www.dove.co.nz/jump/19390"
"Brateck","PAD15-03","Brateck iPad/Tablet Stand - Anti-Theft","AF961",99.00,49.00,6,"Mount Brackets (LCD & Proj)","Tablet & Smartphone Accessory","","http://www.dove.co.nz/images/products/14001-212146.jpg","http://www.dove.co.nz/jump/14001"
"Brateck","LCD-LDT02-C01","Brateck 13-27"" Single Monitor Stand with Clamp Base","AF962",89.00,48.40,11,"Mount Brackets (LCD & Proj)","","","http://www.dove.co.nz/images/products/15097-2913111.jpg","http://www.dove.co.nz/jump/15097"
"Brateck","LCD-LDT02-C012","Brateck 13-27"" Single LCD Desk Mount Clamp Base w/Arm","AF963",99.00,60.00,8,"Mount Brackets (LCD & Proj)","","","http://www.dove.co.nz/images/products/14447-329198.jpg","http://www.dove.co.nz/jump/14447"
"Brateck","LCD-LDT02-C048","Brateck 13-27"" Quad LCD Desk Mount Clamp Base w/Arms","AF971",239.00,167.40,0,"Mount Brackets (LCD & Proj)","","","http://www.dove.co.nz/images/products/15349-449152.jpg","http://www.dove.co.nz/jump/15349"
"Brateck","LCD-LDT04-C012","Brateck 13-27"" Counter Balanced Monitor Stand Clamp & Grommet Base","AF972",139.90,92.90,12,"Mount Brackets (LCD & Proj)","TV Accessories","","http://www.dove.co.nz/images/products/17184-011112.jpg","http://www.dove.co.nz/jump/17184"
"Brateck","LDT11-C012","Brateck 13-27"" Single Monitor Desk Mount Clamp/Grommet Base w/Arm","AF976",89.90,52.00,16,"Mount Brackets (LCD & Proj)","","","http://www.dove.co.nz/images/products/18568-498174.jpg","http://www.dove.co.nz/jump/18568"
"Brateck","LDT10-C024","Brateck 13-32"" Dual Monitor Counter-Balanced Stand with Clamp Base","AF979",199.00,129.00,0,"Mount Brackets (LCD & Proj)","TV Accessories","","http://www.dove.co.nz/images/products/18636-101466.jpg","http://www.dove.co.nz/jump/18636"
"AOC","E2070SWN /79","AOC E2070SWN 20"" 16:9 1600x900 LED 5ms Monitor","AOC003",249.00,99.00,21,"Monitors","","","http://www.dove.co.nz/images/products/10351-1311206.jpg","http://www.dove.co.nz/jump/10351"
"AOC","I1601FWUX /79","AOC I1601FWUX 15.6"" FHD 1920x1080 5ms USB Type-C","AOC008",349.00,245.00,21,"Monitors","Notebook Accessories","","http://www.dove.co.nz/images/products/18489-2816126.jpg","http://www.dove.co.nz/jump/18489"
"AOC","22B1HS /79","AOC 22B1HS 21.5"" 1920x1080 FHD IPS 8ms Monitor","AOC026",249.00,115.00,21,"Monitors","","","http://www.dove.co.nz/images/products/18755-391416.jpg","http://www.dove.co.nz/jump/18755"
"AOC","E2470SWH /79","AOC E2470SWH 24"" 16:9 1920x1080 FHD 1ms VGA DVI HDMI LCD Monitor","AOC054",299.00,149.00,21,"Monitors","","","http://www.dove.co.nz/images/products/14617-69139.jpg","http://www.dove.co.nz/jump/14617"
"AOC","AG241QX /79","AOC Agon Gaming Monitor AG241QX 24"" 2560x1440 QHD 1ms 144Hz FreeSync","AOC055",799.00,475.00,11,"Monitors","","","http://www.dove.co.nz/images/products/14907-3691411.jpg","http://www.dove.co.nz/jump/14907"
"AOC","G2460VQ6 /79","AOC Gaming Monitor G2460VQ6 24"" 1920x1080 FHD 1ms 75Hz FreeSync","AOC057",399.00,192.00,0,"Monitors","","","http://www.dove.co.nz/images/products/18730-113285.jpg","http://www.dove.co.nz/jump/18730"
"AOC","G2590PX  /79","AOC Gaming Monitor G2590PX 25"" 1920x1080 FHD 1ms 144Hz FreeSync","AOC059",699.00,355.00,21,"Monitors","","","http://www.dove.co.nz/images/products/18597-3616234.jpg","http://www.dove.co.nz/jump/18597"
"AOC","24B1XHS /79","AOC 24B1XHS 24"" 16:9 1920x1080 FHD IPS 8ms Monitor Frameless","AOC060",299.00,159.00,0,"Monitors","","","http://www.dove.co.nz/images/products/18996-5213228.jpg","http://www.dove.co.nz/jump/18996"
"AOC","E2770SH /79","AOC E2770SH 27"" 16:9 1920x1080 FHD LED 1ms Monitor","AOC081",449.00,215.00,21,"Monitors","","","http://www.dove.co.nz/images/products/13525-3013206.jpg","http://www.dove.co.nz/jump/13525"
"AOC","AG271QX /79","AOC Agon Gaming Monitor AG271QX 27"" 2560x1440 1ms 144Hz Freesync","AOC089",999.00,650.00,5,"Monitors","","","http://www.dove.co.nz/images/products/14245-4967.jpg","http://www.dove.co.nz/jump/14245"
"AOC","Q2778VQE /79","AOC Q2778VQE 27"" 16:9 2560x1440 WQHD LED 1ms DP Monitor","AOC094",699.00,335.00,21,"Monitors","","","http://www.dove.co.nz/images/products/12746-2114206.jpg","http://www.dove.co.nz/jump/12746"
"AOC","U2879VF /79","AOC U2879VF 28"" 16:9 3840x2160 4K UHD 1ms DP Freesync Monitor","AOC095",899.00,425.00,21,"Monitors","","","http://www.dove.co.nz/images/products/13571-3014206.jpg","http://www.dove.co.nz/jump/13571"
"AOC","G2790PX  /79","AOC Gaming Monitor G2790PX 27"" 1920x1080 FHD 1ms 144Hz FreeSync","AOC099",699.00,435.00,21,"Monitors","","","http://www.dove.co.nz/images/products/18565-1014134.jpg","http://www.dove.co.nz/jump/18565"
"AOC","AG322FCX /79","AOC AGON AG322FCX 32"" Curved 16:9 1920x1080 4ms 144Hz DP Monitor","AOC100",749.00,459.00,21,"Monitors","","","http://www.dove.co.nz/images/products/15334-3111132.jpg","http://www.dove.co.nz/jump/15334"
"AOC","Q3279VWFD8 /79","AOC Q3279VWFD8 32"" IPS 2560x1440 QHD LED 5ms 75Hz DP Monitor","AOC103B",699.00,315.00,9,"Monitors","","","http://www.dove.co.nz/images/products/18457-4816133.jpg","http://www.dove.co.nz/jump/18457"
"AOC","U3277PWQU /79","AOC U3277PWQU 32"" 3840x2160 4K UHD MVA 4ms DP sRGB Monitor","AOC105",1299.00,705.00,15,"Monitors","","","http://www.dove.co.nz/images/products/16184-53141310.jpg","http://www.dove.co.nz/jump/16184"
"AOC","AG322QCX /79","AOC AGON AG322QCX 32"" Curved 16:9 2560x1440 4ms 144Hz DP Monitor","AOC107",999.00,625.00,21,"Monitors","","","http://www.dove.co.nz/images/products/17141-36132911.jpg","http://www.dove.co.nz/jump/17141"
"AOC","C27B1H /79","AOC C27B1H 27"" Curved 16:9 1920x1080 4ms Monitor","AOC109",399.00,239.00,21,"Monitors","","","http://www.dove.co.nz/images/products/19055-4715119.jpg","http://www.dove.co.nz/jump/19055"
"AOC","AG322QC4 /79","AOC AGON AG322QC4 32"" Curved HDR400 2560x1440 4ms 144Hz DP Monitor","AOC110",1099.00,619.00,21,"Monitors","","","http://www.dove.co.nz/images/products/18936-419257.jpg","http://www.dove.co.nz/jump/18936"
